nCodePoint,sName,sLaTex,eGlyphClass,nTopAccentX,nItalicCorr
0,u1D527.sts,,0,253,0
0,u1D528.sts,,0,317,0
0,u1D529.sts,,0,330,0
0,u1D52A.sts,,0,502,0
0,u1D52B.sts,,0,368,0
0,u1D52C.sts,,0,407,0
0,u1D52D.sts,,0,250,0
0,u1D52E.sts,,0,496,0
0,u1D52F.sts,,0,337,0
0,u1D530.sts,,0,364,0
0,u1D531.sts,,0,372,0
0,u1D532.sts,,0,419,0
0,u1D533.sts,,0,258,0
0,u1D534.sts,,0,250,0
0,u1D535.sts,,0,342,0
0,u1D536.sts,,0,251,0
0,u1D537.sts,,0,319,0
0,u1D504.st,,0,507,0
0,u1D505.st,,0,498,0
0,uni212D.st,,0,567,0
0,u1D507.st,,0,465,0
0,u1D508.st,,0,594,0
0,u1D509.st,,0,305,12
0,u1D50A.st,,0,586,0
0,uni210C.st,,0,487,0
0,uni2111.st,,0,399,0
0,u1D50D.st,,0,275,0
0,u1D50E.st,,0,531,24
0,u1D50F.st,,0,502,0
0,u1D510.st,,0,624,0
0,u1D511.st,,0,511,0
0,u1D512.st,,0,393,0
0,u1D513.st,,0,494,0
0,u1D514.st,,0,389,0
0,uni211C.st,,0,486,0
0,u1D516.st,,0,461,0
0,u1D517.st,,0,756,8
0,u1D518.st,,0,453,23
0,u1D519.st,,0,492,0
0,u1D51A.st,,0,597,11
0,u1D51B.st,,0,468,0
0,u1D51C.st,,0,464,0
0,uni2128.st,,0,211,0
0,u1D51E.st,,0,390,0
0,u1D51F.st,,0,239,0
0,u1D520.st,,0,329,0
0,u1D521.st,,0,216,0
0,u1D522.st,,0,301,0
0,u1D523.st,,0,282,0
0,u1D524.st,,0,404,0
0,u1D525.st,,0,216,0
0,u1D526.st,,0,187,0
0,u1D527.st,,0,189,0
0,u1D528.st,,0,238,0
0,u1D529.st,,0,251,0
0,u1D52A.st,,0,389,0
0,u1D52B.st,,0,279,0
0,u1D52C.st,,0,316,0
0,u1D52D.st,,0,175,0
0,u1D52E.st,,0,397,0
0,u1D52F.st,,0,255,7
0,u1D530.st,,0,282,0
0,u1D531.st,,0,289,18
0,u1D532.st,,0,324,0
0,u1D533.st,,0,180,0
0,u1D534.st,,0,161,0
0,u1D535.st,,0,262,0
0,u1D536.st,,0,174,0
0,u1D537.st,,0,244,0
0,dotlessi.fra.sts,,0,241,0
0,dotlessj.fra.sts,,0,259,0
0,dotlessi.fra.st,,0,174,0
0,dotlessj.fra.st,,0,195,0
0,dotlessi.fra,,0,120,17
0,dotlessj.fra,,0,135,0
x1D56C,,bm{\mathfrak{A}},0,505,8
x1D56D,,bm{\mathfrak{B}},0,523,0
x1D56E,,bm{\mathfrak{C}},0,584,34
x1D56F,,bm{\mathfrak{D}},0,458,0
x1D570,,bm{\mathfrak{E}},0,598,0
x1D571,,bm{\mathfrak{F}},0,292,41
x1D572,,bm{\mathfrak{G}},0,633,0
x1D573,,bm{\mathfrak{H}},0,496,0
x1D574,,bm{\mathfrak{I}},0,400,0
x1D575,,bm{\mathfrak{J}},0,267,0
x1D576,,bm{\mathfrak{K}},0,538,52
x1D577,,bm{\mathfrak{L}},0,519,6
x1D578,,bm{\mathfrak{M}},0,658,21
x1D579,,bm{\mathfrak{N}},0,515,14
x1D57A,,bm{\mathfrak{O}},0,401,0
x1D57B,,bm{\mathfrak{P}},0,502,0
x1D57C,,bm{\mathfrak{Q}},0,401,0
x1D57D,,bm{\mathfrak{R}},0,500,28
x1D57E,,bm{\mathfrak{S}},0,490,0
x1D57F,,bm{\mathfrak{T}},0,554,37
x1D580,,bm{\mathfrak{U}},0,545,49
x1D581,,bm{\mathfrak{V}},0,500,13
x1D582,,bm{\mathfrak{W}},0,643,33
x1D583,,bm{\mathfrak{X}},0,488,14
x1D584,,bm{\mathfrak{Y}},0,490,0
x1D585,,bm{\mathfrak{Z}},0,194,0
x1D586,,bm{\mathfrak{a}},0,388,13
x1D587,,bm{\mathfrak{b}},0,298,0
x1D588,,bm{\mathfrak{c}},0,312,0
x1D589,,bm{\mathfrak{d}},0,189,0
x1D58A,,bm{\mathfrak{e}},0,283,0
x1D58B,,bm{\mathfrak{f}},0,266,28
x1D58C,,bm{\mathfrak{g}},0,408,0
x1D58D,,bm{\mathfrak{h}},0,211,0
x1D58E,,bm{\mathfrak{i}},0,166,24
x1D58F,,bm{\mathfrak{j}},0,159,0
x1D590,,bm{\mathfrak{k}},0,215,0
x1D591,,bm{\mathfrak{l}},0,293,7
x1D592,,bm{\mathfrak{m}},0,405,7
x1D593,,bm{\mathfrak{n}},0,255,0
x1D594,,bm{\mathfrak{o}},0,334,0
x1D595,,bm{\mathfrak{p}},0,177,0
x1D596,,bm{\mathfrak{q}},0,409,0
x1D597,,bm{\mathfrak{r}},0,242,22
x1D598,,bm{\mathfrak{s}},0,266,0
x1D599,,bm{\mathfrak{t}},0,292,42
x1D59A,,bm{\mathfrak{u}},0,317,44
x1D59B,,bm{\mathfrak{v}},0,160,0
x1D59C,,bm{\mathfrak{w}},0,162,0
x1D59D,,bm{\mathfrak{x}},0,255,19
x1D59E,,bm{\mathfrak{y}},0,168,0
x1D59F,,bm{\mathfrak{z}},0,229,0
0,u1D56C.sts,,0,661,0
0,u1D56D.sts,,0,680,0
0,u1D56E.sts,,0,747,0
0,u1D56F.sts,,0,618,0
0,u1D570.sts,,0,762,0
0,u1D571.sts,,0,419,0
0,u1D572.sts,,0,799,0
0,u1D573.sts,,0,651,0
0,u1D574.sts,,0,545,0
0,u1D575.sts,,0,399,0
0,u1D576.sts,,0,697,0
0,u1D577.sts,,0,676,0
0,u1D578.sts,,0,829,0
0,u1D579.sts,,0,672,0
0,u1D57A.sts,,0,546,0
0,u1D57B.sts,,0,657,0
0,u1D57C.sts,,0,546,0
0,u1D57D.sts,,0,655,0
0,u1D57E.sts,,0,644,0
0,u1D57F.sts,,0,715,0
0,u1D580.sts,,0,704,0
0,u1D581.sts,,0,655,0
0,u1D582.sts,,0,812,0
0,u1D583.sts,,0,641,0
0,u1D584.sts,,0,644,0
0,u1D585.sts,,0,319,0
0,u1D586.sts,,0,531,0
0,u1D587.sts,,0,432,0
0,u1D588.sts,,0,448,0
0,u1D589.sts,,0,313,0
0,u1D58A.sts,,0,416,0
0,u1D58B.sts,,0,398,0
0,u1D58C.sts,,0,554,0
0,u1D58D.sts,,0,336,0
0,u1D58E.sts,,0,288,0
0,u1D58F.sts,,0,280,0
0,u1D590.sts,,0,341,0
0,u1D591.sts,,0,427,0
0,u1D592.sts,,0,550,0
0,u1D593.sts,,0,386,0
0,u1D594.sts,,0,473,0
0,u1D595.sts,,0,299,0
0,u1D596.sts,,0,555,0
0,u1D597.sts,,0,371,0
0,u1D598.sts,,0,397,0
0,u1D599.sts,,0,427,0
0,u1D59A.sts,,0,453,0
0,u1D59B.sts,,0,282,0
0,u1D59C.sts,,0,283,0
0,u1D59D.sts,,0,385,0
0,u1D59E.sts,,0,289,0
0,u1D59F.sts,,0,357,0
0,u1D56C.st,,0,547,0
0,u1D56D.st,,0,566,0
0,u1D56E.st,,0,627,3
0,u1D56F.st,,0,499,0
0,u1D570.st,,0,642,0
0,u1D571.st,,0,330,10
0,u1D572.st,,0,677,0
0,u1D573.st,,0,539,0
0,u1D574.st,,0,440,0
0,u1D575.st,,0,305,0
0,u1D576.st,,0,581,21
0,u1D577.st,,0,562,0
0,u1D578.st,,0,703,0
0,u1D579.st,,0,557,0
0,u1D57A.st,,0,441,0
0,u1D57B.st,,0,544,0
0,u1D57C.st,,0,441,0
0,u1D57D.st,,0,542,0
0,u1D57E.st,,0,532,0
0,u1D57F.st,,0,597,6
0,u1D580.st,,0,588,17
0,u1D581.st,,0,542,0
0,u1D582.st,,0,687,0
0,u1D583.st,,0,529,0
0,u1D584.st,,0,531,0
0,u1D585.st,,0,230,0
0,u1D586.st,,0,427,0
0,u1D587.st,,0,336,0
0,u1D588.st,,0,350,0
0,u1D589.st,,0,225,0
0,u1D58A.st,,0,321,0
0,u1D58B.st,,0,303,0
0,u1D58C.st,,0,449,0
0,u1D58D.st,,0,247,0
0,u1D58E.st,,0,202,0
0,u1D58F.st,,0,194,0
0,u1D590.st,,0,251,0
0,u1D591.st,,0,330,0
0,u1D592.st,,0,445,0
0,u1D593.st,,0,292,0
0,u1D594.st,,0,373,0
0,u1D595.st,,0,213,0
0,u1D596.st,,0,449,0
0,u1D597.st,,0,279,0
0,u1D598.st,,0,303,0
0,u1D599.st,,0,330,11
0,u1D59A.st,,0,355,13
0,u1D59B.st,,0,196,0
0,u1D59C.st,,0,197,0
0,u1D59D.st,,0,292,0
0,u1D59E.st,,0,203,0
0,u1D59F.st,,0,266,0
0,dotlessi.frab.sts,,0,260,0
0,dotlessj.frab.sts,,0,270,0
0,dotlessi.frab.st,,0,176,0
0,dotlessj.frab.st,,0,185,0
0,dotlessi.frab,,0,141,24
0,dotlessj.frab,,0,150,0
x1D670,,mathtt{A},0,262,0
x1D68A,,mathtt{a},0,215,22
x1D671,,mathtt{B},0,189,0
x1D68B,,mathtt{b},0,90,0
x275A,,,0,0,0
x1D672,,mathtt{C},0,362,0
x1D68C,,mathtt{c},0,306,0
x1D673,,mathtt{D},0,165,0
x1D68D,,mathtt{d},0,351,15
0,dotlessi.tt,,0,263,0
0,dotlessj.tt,,0,263,0
x1D674,,mathtt{E},0,254,5
x1D68E,,mathtt{e},0,271,0
x1D7FE,,mathtt{8},0,262,0
x1D675,,mathtt{F},0,260,0
x1D68F,,mathtt{f},0,340,0
x1D7FB,,mathtt{5},0,262,0
x1D7FA,,mathtt{4},0,323,0
x1D676,,mathtt{G},0,335,0
x1D690,,mathtt{g},0,332,12
x1D677,,mathtt{H},0,262,5
x1D691,,mathtt{h},0,90,15
x1D678,,mathtt{I},0,263,0
x1D679,,mathtt{J},0,347,0
x1D67A,,mathtt{K},0,255,0
x1D694,,mathtt{k},0,94,11
x1D67B,,mathtt{L},0,153,0
x1D695,,mathtt{l},0,178,0
x1D67C,,mathtt{M},0,262,10
x1D696,,mathtt{m},0,210,19
x1D67D,,mathtt{N},0,262,0
x1D697,,mathtt{n},0,191,15
x1D7FF,,mathtt{9},0,262,0
x1D67E,,mathtt{O},0,262,0
x1D698,,mathtt{o},0,262,0
x1D7F7,,mathtt{1},0,277,0
x1D67F,,mathtt{P},0,193,0
x1D699,,mathtt{p},0,188,0
x1D680,,mathtt{Q},0,262,0
x1D69A,,mathtt{q},0,316,40
x1D681,,mathtt{R},0,166,25
x1D69B,,mathtt{r},0,245,0
x1D682,,mathtt{S},0,309,0
x1D69C,,mathtt{s},0,302,0
x1D7FD,,mathtt{7},0,78,0
x1D7FC,,mathtt{6},0,317,0
x1D683,,mathtt{T},0,262,0
x1D69D,,mathtt{t},0,188,0
x1D7F9,,mathtt{3},0,248,0
x1D7F8,,mathtt{2},0,251,0
x1D684,,mathtt{U},0,262,23
x1D69E,,mathtt{u},0,220,15
x1D685,,mathtt{V},0,262,9
x1D69F,,mathtt{v},0,262,3
x1D686,,mathtt{W},0,262,16
x1D6A0,,mathtt{w},0,262,11
x1D687,,mathtt{X},0,253,0
x1D6A1,,mathtt{x},0,258,0
x1D688,,mathtt{Y},0,262,8
x1D6A2,,mathtt{y},0,263,3
x1D689,,mathtt{Z},0,268,0
x1D6A3,,mathtt{z},0,260,0
x1D7F6,,mathtt{0},0,262,0
x1D692,,mathtt{i},0,263,0
x1D693,,mathtt{j},0,319,0
x2207,nabla,nabla,0,416,0
0,nabla.sts,,0,577,0
0,nabla.st,,0,477,0
x394,Delta,Delta,0,416,0
x393,Gamma,Gamma,0,297,0
x39B,Lambda,Lambda,0,347,0
x3A9,Omega,Omega,0,360,0
x3A6,Phi,Phi,0,358,0
x3A0,Pi,Pi,0,375,0
x3A8,Psi,Psi,0,386,0
x3A3,Sigma,Sigma,0,350,0
x398,Theta,Theta,0,389,0
x3A5,Upsilon,Upsilon,0,389,0
x39E,Xi,Xi,0,333,0
x2127,,mho,0,362,0
x2126,,,0,360,0
x391,Alpha,Alpha,0,374,0
x392,Beta,Beta,0,286,0
x395,Epsilon,Epsilon,0,318,0
x396,Zeta,Zeta,0,316,0
x397,Eta,Eta,0,375,0
x399,Iota,Iota,0,181,0
x39A,Kappa,Kappa,0,378,0
x39C,Mu,Mu,0,458,0
x39D,Nu,Nu,0,375,0
x39F,Omicron,Omicron,0,389,0
x3A1,Rho,Rho,0,283,0
x3A4,Tau,Tau,0,361,0
x3A7,Chi,Chi,0,361,4
0,Delta.sts,,0,548,0
0,Gamma.sts,,0,402,0
0,Lambda.sts,,0,455,0
0,Omega.sts,,0,478,0
0,Phi.sts,,0,475,0
0,Pi.sts,,0,490,0
0,Psi.sts,,0,510,0
0,Sigma.sts,,0,464,0
0,Theta.sts,,0,513,0
0,Upsilon.sts,,0,514,0
0,Xi.sts,,0,444,0
0,uni2127.sts,,0,480,0
0,uni2126.sts,,0,478,0
0,Alpha.sts,,0,490,0
0,Beta.sts,,0,388,0
0,Epsilon.sts,,0,428,0
0,Zeta.sts,,0,424,0
0,Eta.sts,,0,490,0
0,Iota.sts,,0,247,0
0,Kappa.sts,,0,500,0
0,Mu.sts,,0,594,0
0,Nu.sts,,0,490,0
0,Omicron.sts,,0,513,0
0,Rho.sts,,0,384,0
0,Tau.sts,,0,479,0
0,Chi.sts,,0,473,0
0,Delta.st,,0,469,0
0,Gamma.st,,0,342,0
0,Lambda.st,,0,391,0
0,Omega.st,,0,407,0
0,Phi.st,,0,404,0
0,Pi.st,,0,421,0
0,Psi.st,,0,435,0
0,Sigma.st,,0,395,0
0,Theta.st,,0,438,0
0,Upsilon.st,,0,438,0
0,Xi.st,,0,377,0
0,uni2127.st,,0,409,0
0,uni2126.st,,0,407,0
0,Alpha.st,,0,421,0
0,Beta.st,,0,330,0
0,Epsilon.st,,0,365,0
0,Zeta.st,,0,358,0
0,Eta.st,,0,421,0
0,Iota.st,,0,207,0
0,Kappa.st,,0,430,0
0,Mu.st,,0,514,0
0,Nu.st,,0,421,0
0,Omicron.st,,0,438,0
0,Rho.st,,0,325,0
0,Tau.st,,0,407,0
0,Chi.st,,0,406,0
x3B1,alpha,alpha,0,356,24
x3B2,beta,beta,0,280,0
x3B3,gamma,gamma,0,293,0
x3B4,delta,delta,0,232,0
x3F5,,epsilon,0,242,35
x3B6,zeta,zeta,0,224,0
x3B7,eta,eta,0,218,0
x3B8,theta,theta,0,247,0
x3B9,iota,iota,0,98,24
x3BA,kappa,kappa,0,247,23
x3F0,,varkappa,0,297,0
x3BB,lambda,lambda,0,86,54
x3BC,mu,mu,0,237,23
x3BD,nu,nu,0,209,0
x3BE,xi,xi,0,196,0
x3C0,pi,pi,0,279,0
x3C1,rho,rho,0,243,0
x3C3,sigma,sigma,0,300,0
x3C4,tau,tau,0,232,0
x3C5,upsilon,upsilon,0,251,0
x3D5,,phi,0,320,0
x3C7,chi,chi,0,267,24
x3C8,psi,psi,0,348,0
x3C9,omega,omega,0,322,0
x3B5,epsilon,varepsilon,0,244,0
x3D1,,vartheta,0,291,21
x3D6,,varpi,0,404,0
x3F1,,varrho,0,249,0
x3C2,,varsigma,0,237,0
x3C6,phi,varphi,0,302,0
x2202,partialdiff,partial,0,291,0
0,alpha.sts,,0,509,0
0,beta.sts,,0,407,0
0,gamma.sts,,0,428,0
0,delta.sts,,0,348,0
0,uni03F5.sts,,0,371,0
0,zeta.sts,,0,346,0
0,eta.sts,,0,339,0
0,theta.sts,,0,373,0
0,iota.sts,,0,184,0
0,kappa.sts,,0,370,0
0,uni03F0.sts,,0,422,0
0,lambda.sts,,0,177,0
0,mu.sts,,0,358,0
0,nu.sts,,0,328,0
0,xi.sts,,0,311,0
0,pi.sts,,0,410,0
0,rho.sts,,0,371,0
0,sigma.sts,,0,437,0
0,tau.sts,,0,350,0
0,upsilon.sts,,0,367,0
0,uni03D5.sts,,0,462,0
0,chi.sts,,0,397,0
0,psi.sts,,0,498,0
0,omega.sts,,0,469,0
0,epsilon.sts,,0,373,0
0,uni03D1.sts,,0,433,0
0,uni03D6.sts,,0,572,0
0,uni03F1.sts,,0,372,0
0,uni03C2.sts,,0,359,0
0,phi.sts,,0,441,0
0,partialdiff.sts,,0,430,0
0,alpha.st,,0,416,8
0,beta.st,,0,331,0
0,gamma.st,,0,344,0
0,delta.st,,0,275,0
0,uni03F5.st,,0,291,18
0,zeta.st,,0,270,0
0,eta.st,,0,263,0
0,theta.st,,0,291,0
0,iota.st,,0,128,7
0,kappa.st,,0,292,7
0,uni03F0.st,,0,350,0
0,lambda.st,,0,121,38
0,mu.st,,0,281,8
0,nu.st,,0,255,0
0,xi.st,,0,238,0
0,pi.st,,0,333,0
0,rho.st,,0,292,0
0,sigma.st,,0,351,0
0,tau.st,,0,275,0
0,upsilon.st,,0,296,0
0,uni03D5.st,,0,374,0
0,chi.st,,0,314,8
0,psi.st,,0,405,0
0,omega.st,,0,375,0
0,epsilon.st,,0,292,0
0,uni03D1.st,,0,338,3
0,uni03D6.st,,0,471,0
0,uni03F1.st,,0,292,0
0,uni03C2.st,,0,282,0
0,phi.st,,0,356,0
0,partialdiff.st,,0,343,0
x3BF,omicron,omicron,0,250,0
0,omicron.st,,0,285,0
0,omicron.sts,,0,341,0
x2206,,increment,0,0,0
0,uni2206.st,,0,0,0
0,uni2206.sts,,0,0,0
x1D6C1,,mathbf{\nabla},0,479,0
0,u1D6C1.sts,,0,637,0
0,u1D6C1.st,,0,540,0
x1D6AB,,mathbf{\Delta},0,479,0
x1D6AA,,mathbf{\Gamma},0,327,0
x1D6B2,,mathbf{\Lambda},0,403,0
x1D6C0,,mathbf{\Omega},0,415,0
x1D6BD,,mathbf{\Phi},0,410,0
x1D6B7,,mathbf{\Pi},0,450,0
x1D6BF,,mathbf{\Psi},0,442,0
x1D6BA,,mathbf{\Sigma},0,401,0
x1D6AF,,mathbf{\Theta},0,445,0
x1D6BC,,mathbf{\Upsilon},0,447,0
x1D6B5,,mathbf{\Xi},0,383,0
x1D6A8,,mathbf{\Alpha},0,433,0
x1D6A9,,mathbf{\Beta},0,334,0
x1D6AC,,mathbf{\Epsilon},0,351,0
x1D6AD,,mathbf{\Zeta},0,364,0
x1D6AE,,mathbf{\Eta},0,450,0
x1D6B0,,mathbf{\Iota},0,218,0
x1D6B1,,mathbf{\Kappa},0,438,0
x1D6B3,,mathbf{\Mu},0,546,0
x1D6B4,,mathbf{\Nu},0,450,0
x1D6B6,,mathbf{\Omicron},0,430,0
x1D6B8,,mathbf{\Rho},0,330,0
x1D6BB,,mathbf{\Tau},0,400,0
x1D6BE,,mathbf{\Chi},0,418,0
0,u1D6AB.sts,,0,621,0
0,u1D6AA.sts,,0,441,0
0,u1D6B2.sts,,0,517,0
0,u1D6C0.sts,,0,540,0
0,u1D6BD.sts,,0,533,0
0,u1D6B7.sts,,0,577,0
0,u1D6BF.sts,,0,573,0
0,u1D6BA.sts,,0,525,0
0,u1D6AF.sts,,0,580,0
0,u1D6BC.sts,,0,581,0
0,u1D6B5.sts,,0,500,0
0,u1D6A8.sts,,0,555,0
0,u1D6A9.sts,,0,450,0
0,u1D6AC.sts,,0,471,0
0,u1D6AD.sts,,0,476,0
0,u1D6AE.sts,,0,577,0
0,u1D6B0.sts,,0,275,0
0,u1D6B1.sts,,0,574,0
0,u1D6B3.sts,,0,697,0
0,u1D6B4.sts,,0,577,0
0,u1D6B6.sts,,0,561,0
0,u1D6B8.sts,,0,444,0
0,u1D6BB.sts,,0,521,0
0,u1D6BE.sts,,0,537,0
0,u1D6AB.st,,0,536,0
0,u1D6AA.st,,0,371,0
0,u1D6B2.st,,0,449,0
0,u1D6C0.st,,0,465,0
0,u1D6BD.st,,0,459,0
0,u1D6B7.st,,0,501,0
0,u1D6BF.st,,0,494,0
0,u1D6BA.st,,0,450,0
0,u1D6AF.st,,0,500,0
0,u1D6BC.st,,0,501,0
0,u1D6B5.st,,0,430,0
0,u1D6A8.st,,0,484,0
0,u1D6A9.st,,0,378,0
0,u1D6AC.st,,0,397,0
0,u1D6AD.st,,0,409,0
0,u1D6AE.st,,0,501,0
0,u1D6B0.st,,0,240,0
0,u1D6B1.st,,0,492,0
0,u1D6B3.st,,0,607,0
0,u1D6B4.st,,0,501,0
0,u1D6B6.st,,0,483,0
0,u1D6B8.st,,0,375,0
0,u1D6BB.st,,0,448,0
0,u1D6BE.st,,0,465,0
x1D6C2,,mathbf{\alpha},0,392,30
x1D6C3,,mathbf{\beta},0,329,0
x1D6C4,,mathbf{\gamma},0,340,0
x1D6C5,,mathbf{\delta},0,264,0
x1D6DC,,mathbf{\epsilon},0,295,27
x1D6C7,,mathbf{\zeta},0,267,0
x1D6C8,,mathbf{\eta},0,256,0
x1D6C9,,mathbf{\theta},0,275,0
x1D6CA,,mathbf{\iota},0,115,30
x1D6CB,,mathbf{\kappa},0,277,30
x1D6DE,,mathbf{\varkappa},0,344,0
x1D6CC,,mathbf{\lambda},0,118,73
x1D6CD,,mathbf{\mu},0,274,30
x1D6CE,,mathbf{\nu},0,252,0
x1D6CF,,mathbf{\xi},0,235,0
x1D6D1,,mathbf{\pi},0,329,0
x1D6D2,,mathbf{\rho},0,284,0
x1D6D4,,mathbf{\sigma},0,348,0
x1D6D5,,mathbf{\tau},0,272,0
x1D6D6,,mathbf{\upsilon},0,288,0
x1D6DF,,mathbf{\phi},0,371,0
x1D6D8,,mathbf{\chi},0,311,29
x1D6D9,,mathbf{\psi},0,403,0
x1D6DA,,mathbf{\omega},0,373,0
x1D6C6,,mathbf{\varepsilon},0,273,0
x1D6DD,,mathbf{\vartheta},0,340,22
x1D6E1,,mathbf{\varpi},0,473,0
x1D6E0,,mathbf{\varrho},0,278,0
x1D6D3,,mathbf{\varsigma},0,276,0
x1D6D7,,mathbf{\varphi},0,356,0
x1D6DB,,mathbf{\partial},0,339,0
0,u1D6C2.sts,,0,420,6
0,u1D6C3.sts,,0,432,0
0,u1D6C4.sts,,0,466,0
0,u1D6C5.sts,,0,362,0
0,u1D6DC.sts,,0,405,0
0,u1D6C7.sts,,0,387,0
0,u1D6C8.sts,,0,369,0
0,u1D6C9.sts,,0,396,0
0,u1D6CA.sts,,0,181,6
0,u1D6CB.sts,,0,388,6
0,u1D6DE.sts,,0,474,0
0,u1D6CC.sts,,0,187,37
0,u1D6CD.sts,,0,382,6
0,u1D6CE.sts,,0,360,0
0,u1D6CF.sts,,0,347,0
0,u1D6D1.sts,,0,453,0
0,u1D6D2.sts,,0,380,0
0,u1D6D4.sts,,0,476,0
0,u1D6D5.sts,,0,372,0
0,u1D6D6.sts,,0,384,0
0,u1D6DF.sts,,0,505,0
0,u1D6D8.sts,,0,429,5
0,u1D6D9.sts,,0,545,0
0,u1D6DA.sts,,0,508,0
0,u1D6C6.sts,,0,386,0
0,u1D6DD.sts,,0,469,0
0,u1D6E1.sts,,0,634,0
0,u1D6E0.sts,,0,380,0
0,u1D6D3.sts,,0,386,0
0,u1D6D7.sts,,0,470,0
0,u1D6DB.sts,,0,469,0
0,u1D6C2.st,,0,343,26
0,u1D6C3.st,,0,360,0
0,u1D6C4.st,,0,388,0
0,u1D6C5.st,,0,301,0
0,u1D6DC.st,,0,339,17
0,u1D6C7.st,,0,313,0
0,u1D6C8.st,,0,303,0
0,u1D6C9.st,,0,328,0
0,u1D6CA.st,,0,140,25
0,u1D6CB.st,,0,318,25
0,u1D6DE.st,,0,395,0
0,u1D6CC.st,,0,144,65
0,u1D6CD.st,,0,315,25
0,u1D6CE.st,,0,296,0
0,u1D6CF.st,,0,278,0
0,u1D6D1.st,,0,379,0
0,u1D6D2.st,,0,329,0
0,u1D6D4.st,,0,397,0
0,u1D6D5.st,,0,311,0
0,u1D6D6.st,,0,319,0
0,u1D6DF.st,,0,423,0
0,u1D6D8.st,,0,358,25
0,u1D6D9.st,,0,458,0
0,u1D6DA.st,,0,427,0
0,u1D6C6.st,,0,314,0
0,u1D6DD.st,,0,391,13
0,u1D6E1.st,,0,540,0
0,u1D6E0.st,,0,335,0
0,u1D6D3.st,,0,317,0
0,u1D6D7.st,,0,402,0
0,u1D6DB.st,,0,389,0
x1D6D0,,mathbf{\omicron},0,288,0
0,u1D6D0.st,,0,324,0
0,u1D6D0.sts,,0,379,0
x1D6E4,,mathit{\Gamma},0,461,134
x1D6E5,,mathit{\Delta},0,586,0
x1D6E9,,mathit{\Theta},0,498,5
x1D6EC,,mathit{\Lambda},0,517,0
x1D6EF,,mathit{\Xi},0,494,63
x1D6F1,,mathit{\Pi},0,541,77
x1D6F4,,mathit{\Sigma},0,514,54
x1D6F6,,mathit{\Upsilon},0,385,146
x1D6F7,,mathit{\Phi},0,415,4
x1D6F9,,mathit{\Psi},0,392,109
x1D6FA,,mathit{\Omega},0,533,42
x1D6FC,,mathit{\alpha},0,392,0
x1D6FD,,mathit{\beta},0,437,36
x1D6FE,,mathit{\gamma},0,259,53
x1D6FF,,mathit{\delta},0,335,36
x1D716,,mathit{\epsilon},0,269,0
x1D701,,mathit{\zeta},0,313,64
x1D702,,mathit{\eta},0,272,27
x1D703,,mathit{\theta},0,310,14
x1D704,,mathit{\iota},0,184,0
x1D705,,mathit{\kappa},0,331,0
x1D718,,mathit{\varkappa},0,365,0
x1D706,,mathit{\lambda},0,238,0
x1D707,,mathit{\mu},0,349,0
x1D708,,mathit{\nu},0,297,58
x1D709,,mathit{\xi},0,285,36
x1D70B,,mathit{\pi},0,328,25
x1D70C,,mathit{\rho},0,354,13
x1D70E,,mathit{\sigma},0,286,24
x1D70F,,mathit{\tau},0,269,102
x1D710,,mathit{\upsilon},0,306,12
x1D719,,mathit{\phi},0,423,5
x1D712,,mathit{\chi},0,331,0
x1D713,,mathit{\psi},0,469,12
x1D714,,mathit{\omega},0,345,10
x1D700,,mathit{\varepsilon},0,284,0
x1D717,,mathit{\vartheta},0,411,0
x1D71B,,mathit{\varpi},0,453,17
x1D71A,,mathit{\varrho},0,361,13
x1D70D,,mathit{\varsigma},0,182,74
x1D711,,mathit{\varphi},0,355,0
x1D715,,mathit{\partial},0,361,63
0,u1D6E4.sts,,0,594,106
0,u1D6E5.sts,,0,746,0
0,u1D6E9.sts,,0,634,0
0,u1D6EC.sts,,0,654,0
0,u1D6EF.sts,,0,632,0
0,u1D6F1.sts,,0,682,6
0,u1D6F4.sts,,0,656,0
0,u1D6F6.sts,,0,535,116
0,u1D6F7.sts,,0,553,0
0,u1D6F9.sts,,0,536,54
0,u1D6FA.sts,,0,684,0
0,u1D6FC.sts,,0,531,0
0,u1D6FD.sts,,0,549,0
0,u1D6FE.sts,,0,374,4
0,u1D6FF.sts,,0,437,0
0,u1D716.sts,,0,380,0
0,u1D701.sts,,0,419,0
0,u1D702.sts,,0,397,0
0,u1D703.sts,,0,422,0
0,u1D704.sts,,0,260,0
0,u1D705.sts,,0,445,0
0,u1D718.sts,,0,491,0
0,u1D706.sts,,0,317,0
0,u1D707.sts,,0,454,0
0,u1D708.sts,,0,405,0
0,u1D709.sts,,0,384,0
0,u1D70B.sts,,0,462,0
0,u1D70C.sts,,0,467,0
0,u1D70E.sts,,0,408,0
0,u1D70F.sts,,0,391,39
0,u1D710.sts,,0,425,0
0,u1D719.sts,,0,550,0
0,u1D712.sts,,0,438,0
0,u1D713.sts,,0,623,0
0,u1D714.sts,,0,484,0
0,u1D700.sts,,0,397,0
0,u1D717.sts,,0,558,0
0,u1D71B.sts,,0,625,0
0,u1D71A.sts,,0,469,0
0,u1D70D.sts,,0,289,4
0,u1D711.sts,,0,484,0
0,u1D715.sts,,0,482,21
0,u1D6E4.st,,0,512,128
0,u1D6E5.st,,0,646,0
0,u1D6E9.st,,0,539,0
0,u1D6EC.st,,0,568,0
0,u1D6EF.st,,0,545,40
